UID;Titel;"Autor Vorname";"Autor Nachname";"SS Indiziert";"zusätzl. Infos";Listen-Seitennummer;"Edition 1: Verlag";"Edition 1: Ort";"Edition 1: Jahr";"Edition 2: Verlag";"Edition 2: Ort";"Edition 2: Jahr"
book-2ebf9461-2e70-4f8e-8242-83637c447be3-de_DE-1;"Die sittliche Idee des Klassenkampfes";Eduard;Heimann;;;55;Dietz;Berlin;1926;;;
book-96f25680-2e8c-46e9-889b-7423ede41ec7-de_DE-1;"Kapitalismus und Sozialismus";Eduard;Heimann;;;55;Protte;Potsdam;1931;;;
book-148aa3ff-7616-44db-8f6e-b084095d6d07-de_DE-1;"Wir Menschen";Erwin;Heimann;1;;55;Feuz-Verl.;Bern;1935;;;
book-ca0ca190-a685-46ba-8fb4-f0187fb4b99e-de_DE-1;"Die Sozialisierung";Eduard;Heimann;;;55;"Ges. u. Erziehung";Berlin;1919;;;
book-e998d339-e105-490e-ae67-fd2b0f8c6e6a-de_DE-1;"Der Kampf um die Aufwertung";Hugo;Heimann;;;55;Dietz;Berlin;1925;;;
book-964dea25-3d20-4aaa-9720-ec1909f3eced-de_DE-1;"Heimat, Unsere ~";;;;;55;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1937";;;
book-be27f7e6-2d25-49b1-844b-c4473d027b7c-de_DE-1;"Die Front im Wanken";Artur;Heimburger;;;55;"Leipziger Buchdr.";Leipzig;1930;;;
book-6439a511-b7c5-491f-b7ff-6e2641937c2f-de_DE-1;"Der deutsche Raum, unser historisches Schicksal";"Fr. B.";Hein;;;55;Kämmerer;Berlin;1935;;;
book-58250faf-b706-41c6-bf2d-b98c5943a617-de_DE-1;"Ausgewählte Gedichte";Heinrich;Heine;1;;55;Staatsverl.;Moskau;1935;;;
book-450f3695-359d-4a75-b709-53e3947de70b-de_DE-1;"Sämtliche Schriften";"Thomas Theodor";Heine;;;55;;;;;;
book-11daa34d-739d-4b76-9644-d051c86797b6-de_DE-1;"Der Kampf um den Reigen";Wolfgang;Heine;;;55;Rowohlt;Berlin;1922;;;
book-c694063e-d307-438a-8dfa-871c9c2e39ac-de_DE-1;"Der Osthilfe-Skandal";Kurt;Heinig;;;55;Dietz;Berlin;1933;;;
book-e535f7f0-c09d-4d08-9827-5feec7a20738-de_DE-1;"Neue Programme der deutschen Sozialdemokratie";Kurt;Heinrich;1;;55;"Verlagsgen. ausländ. Arbeiter";Moskau;1934;;;
book-6810b4ad-a45c-42c5-8c62-12855161e4fa-de_DE-1;"Kameraden der Arbeit";"Friedrich Wilhelm";Heinz;;;55;Frundsberg-Verl.;Berlin;1933;;;
book-d4f3f664-1ac9-48a2-8003-d064b18870e5-de_DE-1;"Die Nation greift an";"Friedrich Wilhelm";Heinz;;;55;"Verl. Das Reich";Berlin;1933;;;
book-39934abc-77e5-4885-ad0d-b35849241eea-de_DE-1;Sprengstoff;"Friedrich Wilhelm";Heinz;;;55;Frundsberg-Verl.;Berlin;1930;;;
book-14edb257-aeec-4a54-9aac-70875f8a9e90-de_DE-1;"Die Aufgaben der sozialistischen Jugendbewegung";Karl;Heinz;;;55;"Verb. d. Sozialist. Jugend";Wien;1921;;;
book-d4f2d948-bc02-4864-904f-ef77c04eb4f1-de_DE-1;"Clarissa. Aus dunklen Häusern Belgiens";Otto;"Henne am Rhyn";;;57;"Hedewigs Nachf.";Leipzig;1928;;;
book-839b12d7-a27d-4e6e-b1af-6dcb5163f45e-de_DE-1;"Prostitution und Mädchenhandel";Otto;"Henne am Rhyn";;;57;"Hedewigs Nachf.";Leipzig;1922;;;
book-c469d619-973c-426e-939f-12cd8f44afca-de_DE-1;"Stellt die Freimaurer unter Kontrolle";Wilhelm;Henning;;;57;Selbstverl.;Berlin;1931;;;
book-5280e95e-7dd9-450e-af47-91348a482be3-de_DE-1;"Der Weg zum Kubismus";Daniel;Henry;;;57;Delphin-Verl.;München;1920;;;
book-df914f18-19d9-4db9-bc89-60be13516bdf-de_DE-1;"Die Minderjährigen";Paulrichard;Hensel;;;57;Arena-Verl.;Dresden;1923;;;
book-360ebabb-5e3e-4711-b270-b49bea2b1b5d-de_DE-1;"Sämtliche Schriften";Ernst;Henry;;;57;;;;;;
book-fbfc555c-0b8f-4b38-8334-12cff57f2123-de_DE-1;"Züchtungskunde und Rassenpflege am Menschen";Herbert;Hentschel;;;57;"Ad. Klein";Leipzig;1934;;;
book-1571052c-bc14-4592-ace8-e92550d8f202-de_DE-1;Süd-Ost-Europa;Max;Herb;1;;57;"Editions nouv. internat.";Paris;1938;;;
book-21807622-73aa-44bb-ad72-483e14880be9-de_DE-1;"Sämtliche Schriften";Lazar;Herman;;;57;;;;;;
book-b5a4ba03-1ee3-4e65-91b3-8958c8930044-de_DE-1;"Führer durch Warschau";Jerzy;Herdan;1;;57;"Trzaska, Evert & Michalski";Warschau;1933;;;
book-22d59a6d-05c6-498f-9549-0a7130477a87-de_DE-1;"Sämtliche Schriften";Georg;Hermann;;;0;;;;;;
book-63f34b28-6b91-45c6-8c4a-f80d3729c7f7-de_DE-1;"Die Schuld der Väter";Hans;Hermann;;;57;Spohr;Leipzig;1897;;;
book-3944eda1-cf8b-4122-bf5b-859023acdc7e-de_DE-1;"Gustav Theodor Fechner";Imre;Hermann;;;57;"Internat. psychoanalyt. Verl.";Wien;1926;;;
book-f2f1a6d5-d265-4819-9684-0bdebd15e0d8-de_DE-1;"Aus dem Tagebuch eines Homosexuellen";Otto;Hermann;;;57;Barkhof;Hamburg;1920;;;
book-9688dae1-03c5-467e-804a-1023aee9656d-de_DE-1;"Nachlass. Aufsätze, Briefe, Gedichte";Silvius;Hermann;1;;57;Malik-Verl.;London;1936;;;
book-6c4ce40e-970c-41ae-a497-4a39504338c4-de_DE-1;"Where now little Jew?";Magnus;Hermansson;1;;57;Bonnier;"New York";1938;;;
book-7c7c357e-d460-4b60-a242-27af0f9c9d11-de_DE-1;"Idoles allemandes";Max;Hermant;1;;57;Grasset;Paris;1934;;;
book-a7b47dbd-047b-459f-94f1-22ee31ad3248-de_DE-1;"Herrin, Die ~. Vampir Yvonne. 2 Erzählungen.";;;;;57;;Berlin;1932;;;
book-c23ef771-cb11-4f69-9c9d-8357bf05fff3-de_DE-1;"Sämtliche Schriften";Gertrud;Hermes;;;57;;;;;;
book-d9328137-0244-4e4f-8fc3-839054f95e20-de_DE-1;"Edle Nacktheit";Lotte;Herrlich;;;57;Aurora;Dresden;1920;;;
book-4dbfa5cd-eb8a-4a73-9feb-8142e25562a4-de_DE-1;"Das Weib";Lotte;Herrlich;;;57;Greifenverl.;Rudolstadt;1928;;;
book-c38f33e7-14a9-43a6-bb02-8806b0354762-de_DE-1;"Theo Tass Trill";Erich;Herrmann;;;57;Volkswacht;Breslau;1931;;;
book-ddccfd4b-ebbd-45af-93cb-0b75cc249acc-de_DE-1;"Vorher und Hernach";Erich;Herrmann;;;57;"Der Bücherkreis";Berlin;1930;;;
book-1eb15340-1823-4f80-bbc6-9e4d9f7206d3-de_DE-1;"Das neue Vaterunser";Immanuel;Herrmann;;;57;"Jenaer Volksbuchh.";Jena;1920;;;
book-f1529d24-680a-4679-87cd-d5a15c8a79cf-de_DE-1;Geheimkrieg;Karl;Herrmann;;;57;"Hanseat. Verl.Anst.";Hamburg;1930;;;
book-aa7ce3f7-7a3a-49b2-a19d-f0f9d24701a1-de_DE-1;"Die Hüllen fallen";Karl;Herrmann;;;57;"Verein f. Kriegsschuldforschung";Tübingen;1933;;;
book-2fe4d7ce-81f8-46c1-9b81-fd7707305ffa-de_DE-1;"Sämtliche Werke";Max;Herrmann-Neisse;;;57;;;;;;
book-464e09b7-d88e-45a6-8fa3-33a0b8557418-de_DE-1;"Sämtliche Schriften";Friedrich;Hertz;;;57;;;;;;
book-fd9c77d6-936f-4d32-aa5e-b96fd16b9077-de_DE-1;Spionenschicksal;Walter;Herrmann;;;57;Scherl;Berlin;1930;;;
book-4f29a1da-f90d-42c6-b9eb-a9a984ff6457-de_DE-1;"Sozialdemokratie und Sozialliberalismus";Theodor;Hertzka;;;57;Pierson;Dresden;1891;;;
book-ebdd497b-5ffa-41b3-b1a4-f7a4d6d73635-de_DE-1;"Das Holz u. seine Verwertung im Spiegel der gesellschaftl. Entwicklung";William;Herz;;;57;Urania-Verl.;Jena;1930;;;
book-a50f39b5-c645-4c91-89d2-4953cddb01ff-de_DE-1;"Die weisse Blume des Harems";Paul;Hilsoe;;;59;Asa-Verl.;Leipzig;1928;;;
book-1ab1ddd9-1488-4252-b9a3-b920b6ea8cfc-de_DE-1;"Sämtliche Schriften";Morris;Hillquit;;;59;;;;;;
book-e2dd12ca-aa56-41f6-9b8d-df8b60fa2001-de_DE-1;"Liebe zu Frankreich";Hermann;Hiltbrunner;1;;59;Oprecht;Zürich;1935;;;
book-ed08cdcc-16fd-4f63-af12-7084a72065fd-de_DE-1;"Indien in der Zange";Karl;Hinkel;;;59;"Öffentl. Leben";Berlin;1932;;;
book-1f7f82c0-7295-457a-b1af-244ccf811b77-de_DE-1;"Hindurch zur Kirche";;;;;59;Weber;" Berlin";" 1933";;;
book-7b3db710-3784-4d5e-8afb-0f15f88cfc3d-de_DE-1;"Staatliches Konzentrationslager VII";Klaus;Hinrichs;1;;59;Malik-Verl.;London;1936;;;
book-11c655bf-8f1e-48c4-9054-311e653e59d5-de_DE-1;"Hirne hinter Stacheldraht";;;1;;59;Universum-Bücherei;" Basel";" 1934";;;
book-a5f4762c-19c8-4807-978b-ceb895da62a6-de_DE-1;"... und lobten Gott";Paul;Hinz;1;;0;"Fischer & Schmidt";Stettin;1938;;;
book-1386ad86-ed8b-4193-9d5e-0450d76d9355-de_DE-1;Kaiserwetter;"Karl Jakob";Hirsch;;;59;"S. Fischer";Berlin;1931;;;
book-a2c9a417-95bd-4ea8-97a4-e78792458dbc-de_DE-1;"Revolutionäre Kunst";"Karl Jakob";Hirsch;;;59;"Die Aktion";Berlin;1919;;;
book-61e92373-93f3-4765-af11-423ca3c4980b-de_DE-1;"Die Dackellieder";Leo;Hirsch;;;59;Merlin-Verl.;Baden-Baden;1930;;;
book-8a32ff83-15e5-41d9-97fb-2bda3dcb6fea-de_DE-1;"Sämtliche Schriften";Paul;Hirsch;;;59;;;;;;
book-e9aaf677-3cd3-4331-a41d-36e7c9e7d4d0-de_DE-1;Vorbestraft!;Leo;Hirsch;;;59;Merlin-Verl.;Baden-Baden;1929;;;
book-32ed746d-67a3-4e45-ac77-da0256134145-de_DE-1;"Sämtliche Schriften";Werner;Hirsch;;;59;;;;;;
book-0592d23b-9831-4aba-9455-e656afa2a2c7-de_DE-1;"Die soziale Lage der arbeitenden Klassen in Berlin";E.;Hirschberg;;;59;Liebmann;Berlin;1897;;;
book-0ba3185b-101e-4e15-b2f6-c0edaf78eddd-de_DE-1;"Vater Adam";Herbert;Hirschberg;;;59;Borngräber;Berlin;1920;;;
book-d41e1203-2618-48ed-820e-db37565248d6-de_DE-1;Patrizier;Georg;Hirschfeld;;;59;Weichen;Berlin;1927;;;
book-941207b1-eac9-41ae-8da5-587b72e9bc62-de_DE-1;"Das verratene Luftschiff";Rudolf;Hirschberg-Jura;;;59;Hillger;Berlin;1931;;;
book-51a8fb9e-9e6b-4fb3-92d4-562efab517e1-de_DE-1;"Die Schönheit der Frauen";;"Hirth, Paul, u. Eduard Daelen";;;59;Schmidt;Stuttgart;" 1905";;;
book-70f25907-1e2f-470c-8225-6030e6517bea-de_DE-1;"Sämtliche Schriften";Magnus;Hirschfeld;;;59;;;;;;
book-68538924-5609-4ad4-93dd-b935ee4963c4-de_DE-1;"Hitler, Adolf ~";;;;;59;"Wiener Volksbuchh.";" Wien";" 1932";;;
book-ded3eb81-d516-4f77-8a37-eab810269aa0-de_DE-1;"Hitler, Adolf ~ und seine Getreuen an der Arbeit. Hrsg. v. A. Leitgen";;;;;59;Scherl;" Berlin";" 1933";;;
book-99b30e7d-6b57-4497-a72c-8889fa5ae496-de_DE-1;"Hitler, Adolf ~, sein Weg zu den feinen Leuten";;;;;59;"Tribunalverl. W. Pieck, o. J";" Berlin";;;;
book-aebfb38f-b6c7-469d-a51f-0b8e638888e9-de_DE-1;"Hitler, Angeklagter ~. Augenzeugen- u. Tatsachenberichte aus der Faschisten Folterhöllen Deutschlands";;;1;;59;Mopr-Verl.;" Zürich-Paris";" 1933";;;
book-70372598-7d35-47a3-ac57-c1b8cdb7f932-de_DE-1;"Hitler et sa doctrine";;;1;;59;"Ed. de l'Ere nouvelle";" Paris";" 1935";;;
book-5b6c0333-9ea9-496d-8cc8-f8599791ac4b-de_DE-1;"Hitler et Rosenberg ou le vrai visage du nationalsocialisme";;;1;;59;"Bonne Presse";" Paris";" 1936";;;
book-a1e05e82-6133-44ff-a937-41fd287ef51f-de_DE-1;"Hitler, der Eroberer. Die Entlarvung einer Legende";;;;;59;Malik-Verl.;" Berlin";" 1933";;;
book-4c8d1c53-5c61-4f4f-8649-26270ab77c17-de_DE-1;"Hitler against the world. The world against Hitler";;;1;;59;"Workers Libr. Publ.";" New York";" 1935";;;
book-792e75ab-461b-42bb-a8cb-590095d8aae3-de_DE-1;"Hitler, 1000 Worte ~";;;;;59;Volksfunk-Verl.;" Berlin";" 1932";;;
book-7b1c098d-ff66-4d36-b204-a47d538d7d0b-de_DE-1;"Hitler, Zwischenspiel ~. Ziele u. Wirklichkeit des Nationalsozialismus";;;;;59;Reinhold-Verl.;" Leipzig";" 1932";;;
book-ea82302d-990e-4e38-b525-cdac80822dd0-de_DE-1;"Mon combat. Extraits, comm. par C. Louis Vignon";Adolf;Hitler;1;;59;"Savoir mutuel";Paris;1935;;;
book-5d594123-b2df-496d-be2b-49a4e1bbcea3-de_DE-1;"In eigner Sache";Johannes;Hohlfeld;;;61;Selbstverl.;Leipzig;1935;;;
book-f10d320f-7f34-47fe-8000-dab805584b66-de_DE-1;"Die wissenschaftliche u. kulturhistorische Bedeutung der Karl Marxschen Lehren";Wilhelm;Hohoff;;;61;Rieke;Braunschweig;1921;;;
book-a4d29405-9b18-4f45-aa23-bd713eb023a8-de_DE-1;"Masaryk, Mussolini, Hitler, Dollfuss";Harry;Holden;;;61;Horowitz;Brünn;1934;;;
book-62c7f771-c7e6-4e8c-9a1e-69ae0b501380-de_DE-1;"Der graue Film";Heinrich;Holek;;;61;"Wiener Volksbuchh.";Wien;1925;;;
book-afe708aa-c2cf-4cea-a8e2-c23936eb4acd-de_DE-1;"Vorbeugung der Empfängnis u. Verhütung der Schwangerschaft";Michael;Hollaender;;;61;Schneider;Leipzig;1929;;;
book-e0cb9aed-a612-4e97-9942-d71d1b08b3ca-de_DE-1;"Sämtliche Schriften";Arthur;Holitscher;;;61;;;;;;
book-628fe191-2f31-411e-b429-0fb211c204c7-de_DE-1;"Frühling in Duderstedt";"Walther von";Hollander;;;61;"Internat. Bibliothek";Berlin;1930;;;
book-4bc9ef9d-77c3-4dd4-a2e1-0a92ce7dc218-de_DE-1;"Hinter der gelben Mauer";Istvan;Hollos;;;61;Hippokrates-Verl.;Stuttgart;1928;;;
book-4e4ca379-f09e-4df3-b734-fb6cabe65520-de_DE-1;"Zur Neuordnung der evangelischen Kirche";Horst;Holstein;;;61;"Vandenhoeck & Ruprecht";Göttingen;1937;;;
book-39e979d8-5259-4a4b-b9b0-dd4ee80fc99f-de_DE-1;"Deutsche Menschen";Detlef;Holz;1;;61;"Vita Nova-Verl.";Luzern;1936;;;
book-65859b1e-a4e8-4960-a90f-e69bd3ace5dc-de_DE-1;"Verdorbene Jugend";Attalus;Holzapfel;;;61;Werdekreis-Verl.;Berlin;1930;;;
book-12b32fc7-34d8-482e-abf3-9e4390ad7a28-de_DE-1;Gottesreich;Christian;Holzer;1;;61;Verbano-Verl.;Locarno;1936;;;
book-af4fca2e-9893-4483-9d81-12155079711f-de_DE-1;"Sensationeller Brief eines lettländischen Juden an Hitler";"Leiser Izik";Holzmann;1;;61;Selbstverl.;Jelgava;1933;;;
book-ae728d41-7528-44ae-8840-f1bb7024eedf-de_DE-1;"Tagebuch einer männlichen Braut";Walther;Homann;;;61;Dreyer;Berlin;1907;;;
book-f905219f-d1f3-453c-af4f-6f23dc91e698-de_DE-1;"Die Jugend in der russischen Revolution";Günther;Hopffe;;;61;"Verl. d. Jugendinternationale";Berlin;1927;;;
book-cca0a094-99dc-4bf7-b5f1-674eb34975db-de_DE-1;"Studien über Autorität und Familie";"Max von";Horkheimer;1;;61;"F. Alcan";Paris;1936;;;
book-d72ccb69-02ab-48e1-b721-5798f8c11f57-de_DE-1;"Warum Abwehr? Der Antisemitismus u. die dt. Kultur";Richard;Horlacher;;;61;Brönner;Nowawes;1929;;;
book-9545fb78-1214-41a8-8f88-d78933d8cc3a-de_DE-1;"Die Freimaurerei";August;Horneffer;;;61;Reclam;Leipzig;1922;;;
book-056a199b-14db-4264-8cbc-0c200373abe6-de_DE-1;"Jugend ohne Gott";"Ödön von";Horváth;1;;61;"A. de Lange";Amsterdam;1937;;;
book-782ff280-ae2e-4645-b35e-6f2bd6999da2-de_DE-1;Dachau;Walter;Hornung;1;;61;Europa-Verl.;Zürich;1936;;;
book-8c5271f3-b099-4400-8961-08324b4ecd91-de_DE-1;"Ein Kind unserer Zeit";"Ödön von";Horváth;1;;61;"A. de Lange";Amsterdam;1938;;;
book-55d87496-433b-4a26-8725-5c72529aa891-de_DE-1;" Streifzug nach Japan, Java, Bali, USA., Afrika ..";;Hossdorf;1;;0;"A. Fricker";Frick;1937;;;
book-1ac414cd-2f06-4170-8e8b-c0b5c4a4c8c3-de_DE-1;"Frank und ich";John;Houston;;;61;Elite-Verl.;Leipzig;1929;;;
book-cf2bdecf-4f16-4cd6-ad0f-3e42d0e75063-de_DE-1;"Sämtliche Schriften";Albert;Hotopp;;;61;;;;;;
book-0d714e2c-28af-48b6-8c08-c87533d7c394-de_DE-1;"Die Schriften der Lehre vom Lernen";Walther;Howard;;;61;"Verl. f. Kultur u. Kunst";Berlin;1932;;;
book-5fbb7c9f-0739-4c07-b166-ae90297ce813-de_DE-1;"Nach dem Feuerwerk";Aldous;Huxley;;"Sämtl. Ausgaben";63;;;;;;
book-0abf93f1-7c8f-4e69-9e43-57a2d65c6d33-de_DE-1;"Welt — wohin";Aldous;Huxley;;;63;Insel-Verl.;Leipzig;1932;"The Albatross";Hamburg;1933
book-47b8dcad-983d-4ca4-9821-5bff9ddc131c-de_DE-1;"Sämtliche Schriften";"Heinrich Eduard";Jacob;;;63;;;;;;
book-d622dded-3038-4716-bd99-1dd8df1065f2-de_DE-1;"Sämtliche Schriften";Otto;Jacobsen;;;63;;;;;;
book-9ca5b69a-4a01-4e9e-9064-dda2810e7094-de_DE-1;"Das freie Jugendbuch";Heinz;Jacoby;;;63;"Verl. »Neues Ziel«";Berlin;1927;;;
book-e9312442-e696-498a-98bd-767c7ef78285-de_DE-1;"Eine Ehe!";"Karl M.";Jacoby;;;63;Reclam;Leipzig;1911;;;
book-6d163c7a-ab2b-49a6-81c4-5415cc1194a5-de_DE-1;"Die Limmburger Flöte";Norbert;Jacques;;;63;Steegemann;Berlin;1929;;;
book-0b9ceeb0-57cb-4a21-95ac-2968bb675f90-de_DE-1;"Die Internationale";Gustav;Jaeckh;;;63;"Leipziger Buchdr.";Leipzig;1904;;;
book-7318617d-b9cf-41c4-9ea2-4fb62dc60861-de_DE-1;"Fröhliche Gymnastik nebst Reigen u. Volkstänzen für Kinder u. Erwachsene";Johannes;Jaeckle;;;63;Mähler;Stuttgart;1935;;;
book-0fc3a7c9-6684-42ea-954e-8187b65c3601-de_DE-1;"Die Tschechoslowakei";Arnold;Jaggi;1;;63;Haupt;Bern;1938;;;
book-9a212ca5-e136-4a36-bdf6-7d806ab879a1-de_DE-1;"Woodrow Wilson";Arnold;Jaggi;1;;63;Haupt;Bern;1938;;;
book-82e2c5da-3502-4ece-a079-ee6ee3006d92-de_DE-1;Sommermittagstraum;Helene;Jahn;;;63;Arbeiterjugend-Verl.;Berlin;1929;;;
book-3b6cbf86-b6ef-40f2-be26-a130c49fbf61-de_DE-1;"Biwak und Lagerfeuer";Willie;Jahn;;;63;Wölfl;Plauen;1935;;;
book-94156c7f-29b3-4e59-83be-e7d6d5cdd16c-de_DE-1;"Jahre, Fünf ~! Flucht, Not und Rettung";;;;;63;"Demokr. Flüchtlingsrürsorge";" Prag";" 1938";;;
book-b6144a86-1381-4cde-8af6-907c69d7c35e-de_DE-1;"Die Deputierten des Ausserord. 8. Sowjetkongresses der UdSSR";"J. A.";Jakowlew;1;;63;"Verlagsgen. ausländ. Arbeiter";Moskau;1937;;;
book-4ecf0434-314f-4595-8466-2c67b840a54f-de_DE-1;"Über den Handel der Kollektiv-Wirtschaften";"J. A.";Jakowlew;1;;63;"Verlagsgen. ausländ. Arbeiter";Moskau;1932;;;
book-2ab628b9-d0f2-4b8e-a726-325d2ddb183a-de_DE-1;"Lebenslauf einer Bolschewikin";"B. N.";Jakowlewa;1;;63;"Verlagsgen. ausländ. Arbeiter";Moskau;1934;;;
book-72013462-583a-426f-8cc3-f78a768aa729-de_DE-1;"Volk und Arbeiter. Deutschlands europäische Sendung";Wenzel;Jaksch;1;;63;Prager;Pressburg;1936;;;
book-440948c9-a247-4d12-9f97-99cc4da8d935-de_DE-1;"Der Unbekannte Soldat spricht";Albert;Jamet;;;63;Prager;Leipzig;1932;;;
book-b7ab5f27-7d9b-4dd9-8373-568eebdbb4b1-de_DE-1;"Lied und Kampf";Alois;Jalkotzy;;;63;Jungbrunnen-Verl.;Wien;1926;;;
book-ab77ef88-7caf-493e-8a76-ebd22b73307e-de_DE-1;"Janine. Tagebuch einer Verjüngten";;;;;63;Man-Verl.;" Berlin";" 1928";;;
book-a9f99d40-fd17-4d7b-ae77-f2cddff79b07-de_DE-1;"Vier Säbel";Jurij;Janowskyj;;;63;Prager;Leipzig;1932;;;
book-b04203f2-3bdd-418e-ab6d-cad8e18612b9-de_DE-1;"Katholiken und Kommunisten im deutschen Freiheitskampf";Jan;Jansen;1;;63;"Ed. Prométhée";Strassburg;1938;;;
book-389b8539-7045-4c3d-99c2-52a7335571c5-de_DE-1;"Die Marsbrücke";Uwe;Jarl;;;63;Eden-Verl.;Berlin;1927;;;
book-8bc1ad9b-6fb4-4ca9-8756-2170d77310e8-de_DE-1;"Sämtliche Schriften";Gregor;Jarcho;;;63;;;;;;
book-35a148bb-0d4e-4864-926c-ef082561eaa2-de_DE-1;"Sämtliche Schriften";"Emelian E.";Jaroslawski;;;63;;;;;;
book-dbc890b3-153d-4300-9e9b-06de28075fb0-de_DE-1;"Österreichs deutsches Erbe";"Alois Rudolf Carl";Jaschke;;;63;Moser;Graz;1934;;;
book-59f8dc3e-21bb-4f29-b9ee-fdb75c13ca3d-de_DE-1;"Sämtliche Schriften";Jean;Jaurès;;;63;;;;;;
book-de3c4b37-4c97-49e4-be51-3ad865f08470-de_DE-1;"Wir werden siegen";Dolores;Ibarruri;1;;63;"Verlagsgen. ausländ Arbeiter";Moskau;1937;;;
book-b0c6189b-b3be-4b13-8f56-c6ed9773539e-de_DE-1;"Samtliche Schriften";Bela;Illes;;;65;;;;;;
book-d3d43c93-5476-4ae5-8038-44410821d629-de_DE-1;"Ellen und Ott";Konrad;Illi;1;;65;Humanitas-Verl.;Zürich;1937;;;
book-b9f72573-28d8-4c96-b535-fed7e7296113-de_DE-1;"Weltfriede durch Gesetz";Martin;Ilsen;;;65;Oldenburg;Leipzig;1924;;;
book-a200fb7b-67ef-449d-9fae-d79f8180d397-de_DE-1;"Der Mythus von Blut und Rasse";Hugo;Iltis;;;65;Harand-Verl.;Wien;1936;;;
book-85053eb7-e329-4dcb-ad1f-ca7cd396df72-de_DE-1;"Volkstümliche Rassenkunde";Hugo;Iltis;;;65;Urania-Verl.;Jena;1930;;;
book-26e02ae9-7241-4944-9ff8-4026638d4819-de_DE-1;"Der Platz an der Sonne";Vera;Inber;;;65;Malik-Verl.;Berlin;1929;;;
book-b1bdee9b-f177-48d8-aaff-9e962b192f8d-de_DE-1;"Individualpsychologie und Pädagogik. Von Herbert Francke u. a";;;;;65;Mittler;" Berlin";" 1927";;;
book-75e1c612-660c-42a6-a26e-6f21268bae29-de_DE-1;"Der Griff nach Oesterreich";Robert;Ingrim;1;;65;Europa-Verl.;Zürich;1938;;;
book-d89f2f88-8741-4a72-a5e3-4b3ee9894046-de_DE-1;"Sonne über Garmisch-Partenkirchen";L.;Insterberg;;;65;Heyne;Dresden;1935;;;
book-4489616c-8bf2-4f3b-929c-d9e4b1131047-de_DE-1;"Internationale, Die kommunistische ~ vor dem 7. Weltkongress. Materialien";;;1;;65;"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1935";;;
book-d76142ec-1737-441c-8565-1b98e8011f06-de_DE-1;"Intimsten, Aus dem ~ des Ehelebens";;;;;65;Killinger;" Nordhausen";" 1922";;;
book-f66e91cc-6446-4623-968e-3d99c8dfae0c-de_DE-1;"Ihr Frauen, wann wacht ihr auf?";Cäsar;Joerss;;;65;Rieckmann;Hamburg;1935;;;
book-030cf6c8-92b8-4c8c-96fa-41d53c8e23a7-de_DE-1;"Fronterinnerungen eines Pferdes";Ernst;Johannsen;;;65;Fackelreiter-Verl.;Hamburg;1929;;;
book-aa48045f-d084-4c85-8685-47217376b91b-de_DE-1;"Vier von der Infanterie, ihre letzten Tage an der Westfront 1918";Ernst;Johannsen;;;65;Fackelreiter-Verl.;Hamburg;1929;;;
book-177b7433-b7dd-460b-acd8-60d685c4dc59-de_DE-1;"Gestapo v Praze";Karl;Johannsen;;;65;"Svaz národniho osvobozéni";Prag;1936;;;
book-c140575c-1401-4164-910b-c558e48db805-de_DE-1;"Die Sturmbrigade";"W. H.";Johannson;1;;65;"Verlagsgen. ausländ. Arbeiter";Moskau;1934;;;
book-6c41cf02-1d2d-44f2-a589-0188c1de6613-de_DE-1;Deutsch;Ellinor;Johannson-Hegel;1;;65;"Staatsverl. f. Lehrbücher u. Pädagogik";Moskau;1933/35;;;
book-50cb1d25-f8fd-4d49-9d8a-0c02c3100f76-de_DE-1;"Das Musterstatut des landwirtschaftlichen Artel";"Jakob A.";Jokowlew;1;;65;"Verlagsgen. ausländ. Arbeiter";Moskau;1935;;;
book-3423890b-c3c4-42e5-bafa-5cb1881b82b4-de_DE-1;"The Battie for peace";"Frederick Elwyn";Jones;1;;65;Gollancz;London;1938;;;
book-f58fa929-6f22-4c6f-9e33-b13ba6085dfa-de_DE-1;"Hitler's drive to the east";"Frederick Elwyn";Jones;1;;65;Dutton;"New York";1937;Gollancz;London;1937
book-aca14828-e3f9-482d-81c0-a4a8d63f550b-de_DE-1;"Die politische Ideenwelt des Zentrums";Josef;Joos;;;65;Braun;Karlsruhe;1928;;;
book-7329c0b3-d389-4f89-85d0-b3f536e16661-de_DE-1;"Sämtliche Schriften";Johannes;Jottka;;;65;;;;;;
book-62e69cbb-b915-4dfb-86db-b911abb94d39-de_DE-1;"Joug, Sous le ~ hitlérien. La révolte des consciences";;;1;;65;"Maison de la bonne presse";" Paris";" 1937";;;
book-670f81e6-7d9b-4354-937c-bd43b0681018-de_DE-1;"Der Seelenräuber";René;Jouglet;;;65;"Drei Masken-Verl.";München;1927;;;
book-5eb184ac-5975-4289-81ec-a8c51260f2c9-de_DE-1;"Pater Damian, der Apostel der Aussätzigen";Vital;Jourdan;1;;65;Götschmann;Zürich;1938;;;
book-1d18ab12-47e5-4708-b7ff-1332fc7e3670-de_DE-1;"Die Enterbten des Liebesglücks oder das dritte Geschlecht";"Otto de";Joux;;;65;Spohr;Leipzig;1897;;;
book-8d0945b1-fbfc-409c-8aa8-3b81a71f5c9d-de_DE-1;"Aus dem Leben des Sowjetseemanns";A.;Junga;1;;67;"Verlagsgen. ausländ. Arbeiter";Moskau;1932;;;
